data,dayname,somma_polli,t_media,t_min,umidità_percentuale,fenomeni,juventus,feste
2019-09-07,sabato,38,19,15,71,sole,0,0
2019-09-08,domenica,44,17,15,78,sole,0,0
2019-09-10,martedì,39,19,13,68,sole,0,0
2019-09-11,mercoledì,28,19,2,63,sole,0,0
2019-09-12,giovedì,38,22,14,63,sole,0,0
2019-09-13,venerdì,35,22,15,64,sole,0,0
2019-09-14,sabato,42,22,16,67,sole,0,0
2019-09-15,domenica,50,23,17,68,sole,serie A,0
2019-09-17,martedì,27,24,20,71,sole,0,0
2019-09-18,mercoledì,35,22,18,84,sole,0,0
2019-09-19,giovedì,34,19,17,53,sole,champions,0
2019-09-20,venerdì,43,17,11,46,sole,0,0
2019-09-21,sabato,38,15,8,63,sole,0,0
2019-09-22,domenica,49,16,13,73,sole,serie A,0
2019-09-24,martedì,32,18,10,76,sole,0,0
2019-09-25,mercoledì,31,17,13,81,sole,serie A,0
2019-09-26,giovedì,33,19,14,77,sole,0,0
2019-09-27,venerdì,27,19,14,79,sole,0,0
2019-09-28,sabato,50,20,16,78,sole,0,0
2019-09-29,domenica,50,19,14,76,sole,serie A,0
2019-10-01,martedì,36,21,16,77,sole,0,0
2019-10-02,mercoledì,35,19,17,83,sole,champions,0
2019-10-03,giovedì,37,15,11,69,sole,0,0
2019-10-04,venerdì,45,14,8,71,sole,0,0
2019-10-05,sabato,48,15,9,75,sole,0,0
2019-10-06,domenica,47,15,10,74,sole,0,0
2019-10-08,martedì,24,15,9,75,sole,0,0
2019-10-09,mercoledì,30,15,10,82,sole,0,0
2019-10-10,giovedì,36,15,11,87,sole,0,0
2019-10-11,venerdì,48,15,11,79,sole,0,0
2019-10-12,sabato,53,14,8,83,sole,0,0
2019-10-13,domenica,45,14,10,86,sole,0,0
2019-10-15,martedì,34,18,15,85,sole,0,0
2019-10-16,mercoledì,42,14,10,91,sole,0,0
2019-10-17,giovedì,41,15,8,82,sole,0,0
2019-10-18,venerdì,37,16,14,87,sole,0,0
2019-10-19,sabato,53,16,14,88,sole,0,0
2019-10-20,domenica,59,18,12,78,sole,serie A,0
2019-10-22,martedì,41,18,13,87,sole,0,0
2019-10-23,mercoledì,38,17,12,86,sole,champions,0
2019-10-24,giovedì,44,16,13,95,sole,0,0
2019-10-25,venerdì,42,17,12,84,sole,0,0
2019-10-26,sabato,57,15,9,80,sole,0,0
2019-10-27,domenica,48,14,8,84,sole,serie A,0
2019-10-29,martedì,36,15,13,95,sole,0,0
2019-10-30,mercoledì,37,13,12,69,sole,0,0
2019-10-31,giovedì,37,11,11,72,sole,serie A,0
2019-11-01,venerdì,49,11,9,75,sole,0,Ognissanti
2019-11-02,sabato,65,11,9,91,sole,0,Giorno dei Morti
2019-11-03,domenica,52,12,10,98,sole,serie A,0
2019-11-05,martedì,44,13,8,92,sole,0,0
2019-11-06,mercoledì,45,10,6,91,sole,0,0
2019-11-07,giovedì,30,10,3,89,sole,champions,0
2019-11-08,venerdì,50,11,8,89,sole,0,0
2019-11-09,sabato,60,9,4,87,sole,0,0
2019-11-10,domenica,51,8,3,77,sole,0,0
2019-11-12,martedì,27,9,8,92,sole,0,0
2019-11-13,mercoledì,32,10,7,65,sole,0,0
2019-11-14,giovedì,35,8,2,67,sole,0,0
2019-11-15,venerdì,54,10,6,87,sole,0,0
2019-11-16,sabato,52,8,5,92,sole,0,0
2019-11-17,domenica,43,9,5,89,sole,0,0
